Index,HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Lat,Lng
240,Sutter Health,"CPMC Imaging, Van Ness Campus | 1101 Van Ness Avenue",Floor 3,,San Francisco,CA,94109,37.7859,-122.422
241,Sutter Health,"CPMC Imaging, Van Ness Campus | 1375 Sutter Street",Suite 101,,San Francisco,CA,94109,37.7871,-122.423
242,Sutter Health,"CPMC Imaging, Van Ness Campus, 1100 Van Ness Avenue",Suite 200,,San Francisco,CA,94109,37.786,-122.421
243,Sutter Health,"CPMC JV MRI, Pacific Campus | 2351 Clay Street",Suite 100,,San Francisco,CA,94115,37.7905,-122.432
244,Sutter Health,"CPMC Lab, California Campus | 3838 California Street",Room 104,,San Francisco,CA,94118,37.7861,-122.458
245,Sutter Health,"CPMC Lab, Davies Campus | Castro & Duboce",N. Tower Level A,,San Francisco,CA,94114,37.7682,-122.435
246,Sutter Health,"CPMC Lab, Mission Bernal Campus | 1580 Valencia Street",Suite M13,,San Francisco,CA,94110,37.7467,-122.421
247,Sutter Health,"CPMC Lab, Mission Bernal Campus | 3555 Cesar Chavez Street",3555 Cesar Chavez Street,,San Francisco,CA,94110,37.7471,-122.421
248,Sutter Health,"CPMC Lab, Pacific Campus | 2100 Webster Street",Suite 103,,San Francisco,CA,94115,37.7905,-122.432
249,Sutter Health,"CPMC Lab, Van Ness Campus | 1100 Van Ness Avenue","Level 2, Suite H201",,San Francisco,CA,94109,37.786,-122.421
250,Sutter Health,"CPMC Lab, Van Ness Campus | 1101 Van Ness Avenue",Suite 140,,San Francisco,CA,94109,37.7859,-122.422
251,Sutter Health,"CPMC Lab, Van Ness Campus | 1375 Sutter Street",Suite 101,,San Francisco,CA,94109,37.7871,-122.423
252,Sutter Health,CPMC Mission Bernal Campus,3555 Cesar Chavez Street,,San Francisco,CA,94110,37.7471,-122.421
253,Sutter Health,"CPMC Occupational Medicine, Davies Campus | Castro & Duboce",Suite 160-A,,San Francisco,CA,94114,37.769,-122.436
254,Sutter Health,CPMC Pacific Heights Outpatient Center | 2333 Buchanan Street,2333 Buchanan Street,,San Francisco,CA,94115,37.7907,-122.431
255,Sutter Health,"CPMC Pediatric Emergency, California Campus - CLOSED",Lobby Level,,San Francisco,CA,94118,37.7866,-122.456
256,Sutter Health,"CPMC Radiation Oncology, Pacific Campus | 2333 Buchanan Street",Level B,,San Francisco,CA,94115,37.7907,-122.431
257,Sutter Health,CPMC Van Ness Campus,1101 Van Ness Avenue,,San Francisco,CA,94109,37.7859,-122.422
258,Sutter Health,Dale Road Care Center,3612 Dale Road,,Modesto,CA,95356,37.691,-121.049
259,Sutter Health,Dale Road Care Center Imaging,3612 Dale Road,,Modesto,CA,95356,37.691,-121.049
260,Sutter Health,Dale Road Care Center Lab,3612 Dale Road,,Modesto,CA,95356,37.691,-121.049
261,Sutter Health,Daly City Center,Suite 111,,Daly City,CA,94015,37.6652,-122.476
262,Sutter Health,Daly City Center Imaging,Suite 111,,Daly City,CA,94015,37.6652,-122.476
263,Sutter Health,Daly City Center Lab,Suite 111,,Daly City,CA,94015,37.6652,-122.476
264,Sutter Health,Danville Center,Suite 100,,Danville,CA,94526,37.8072,-121.992
265,Sutter Health,Danville Center Imaging,"1st Floor, Suite 100",,Danville,CA,94526,37.8072,-121.992
266,Sutter Health,Danville Community Health Resource Center,Suite 100,,Danville,CA,94526,37.8072,-121.992
267,Sutter Health,Davis Urgent Care,Suite 101,,Davis,CA,95616,38.5625,-121.771
268,Sutter Health,Davis Walk-In Care,Suite 130,,Davis,CA,95618,38.5552,-121.698
269,Sutter Health,Disabled Community Health Clinic (DCHC),2nd Floor,,Berkeley,CA,94704,37.8639,-122.269
270,Sutter Health,Dorothy Schneider Cancer Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.565,-122.326
271,Sutter Health,Dublin Community Health Resource Center,First Floor,,Dublin,CA,94568,37.7051,-121.873
272,Sutter Health,Dublin Cosmetic Surgery Center,Floor 2,,Dublin,CA,94568,37.705,-121.872
273,Sutter Health,Dublin Outreach Clinic(Temporarily Closed),4050 Dublin Blvd.,,Dublin,CA,94568,37.7051,-121.873
274,Sutter Health,Dublin Pediatric Urgent Care,1st Floor,,Dublin,CA,94568,37.7051,-121.873
275,Sutter Health,Dublin Physical Therapy,Suite 320,,Dublin,CA,94568,37.705,-121.872
276,Sutter Health,Dublin Sleep Disorders Center,4000 Dublin Blvd.,,Dublin,CA,94568,37.705,-121.872
277,Sutter Health,Dublin Walk-In Care,3918 Fallon Road,,Dublin,CA,94568,37.7059,-121.851
278,Sutter Health,East Bay AIDS Center (EBAC),2nd Floor,,Oakland,CA,94609,37.8201,-122.264
279,Sutter Health,East Bay AIDS Center (EBAC) Pharmacy,Room 2403,,Oakland,CA,94609,37.8201,-122.264
280,Sutter Health,East Bay Endoscopy Center,Suite 100,,Emeryville,CA,94608,37.8401,-122.291
281,Sutter Health,East Palo Alto Care Center,1950 University Avenue,,East Palo Alto,CA,94303,37.4593,-122.142
282,Sutter Health,Eden Medical Center,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.6983,-122.09
283,Sutter Health,Eden Medical Center | Outpatient Rehabilitation Facility,14207 East 14th Street,,San Leandro,CA,94578,37.7122,-122.14
284,Sutter Health,Eden Medical Center Birth Center,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.6984,-122.089
285,Sutter Health,Eden Medical Center Emergency Department,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.6983,-122.09
286,Sutter Health,Eden Medical Center Imaging,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.6983,-122.09
287,Sutter Health,Eden Medical Center Lab,20103 Lake Chabot Road,,Castro Valley,CA,94546,37.6983,-122.09
288,Sutter Health,Eden Radiation Oncology Center,20126 Stanton Avenue,,Castro Valley,CA,94546,37.6972,-122.09
289,Sutter Health,El Dorado Hills Walk-In Care,Suite 80,,El Dorado Hills,CA,95762,38.656,-121.07
290,Sutter Health,Elk Grove Urgent Care,Suite 113,,Elk Grove,CA,95758,38.421,-121.405
291,Sutter Health,Elk Grove Walk-In Care,Suite 180,,Elk Grove,CA,95758,38.4074,-121.449
292,Sutter Health,Eureka Outreach Clinic(Temporarily Closed),2367 Harrison Avenue,,Eureka,CA,95501,40.7857,-124.139
293,Sutter Health,Eye Care Center,Suite C,,Modesto,CA,95350,37.6894,-120.979
294,Sutter Health,Fairfield Occupational Health,2702 Low Court,,Fairfield,CA,94534,38.2366,-122.085
295,Sutter Health,Fairfield Urgent Care,2702 Low Court,,Fairfield,CA,94534,38.2371,-122.085
296,Sutter Health,Fairmont Avenue Care Center,"Suites 130, 200",,Lodi,CA,95240,38.1205,-121.287
297,Sutter Health,Fairmont Avenue Care Center Imaging,Suite 130,,Lodi,CA,95240,38.1205,-121.287
298,Sutter Health,Fairmont Avenue Care Center Lab,999 South Fairmont Avenue,,Lodi,CA,95240,38.1205,-121.287
299,Sutter Health,Fairmont Specialty Center,918 South Fairmont Avenue,,Lodi,CA,95240,38.1221,-121.285
300,Sutter Health,Folsom Urgent Care,Suite 160,,Folsom,CA,95630,38.6588,-121.13
301,Sutter Health,Folsom Walk-In Care,Suite 600,,Folsom,CA,95630,38.6561,-121.121
302,Sutter Health,Fort Sutter Surgery Center,Suite 525,,Sacramento,CA,95816,38.5729,-121.469
303,Sutter Health,Fremont Center,3200 Kearney Street,,Fremont,CA,94538,37.5481,-121.974
304,Sutter Health,Fremont Center Imaging,"Building 1, 1st Floor",,Fremont,CA,94538,37.5481,-121.974
305,Sutter Health,Fremont Center Lab,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
306,Sutter Health,Fremont Center Pediatric Urgent Care,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
307,Sutter Health,Fremont Center Urgent Care,"Level 1, Building 1",,Fremont,CA,94538,37.5481,-121.974
308,Sutter Health,Fremont Community Health Resource Center,"Building 2, First Floor",,Fremont,CA,94538,37.5481,-121.974
309,Sutter Health,Fremont Psychiatry,Suite 310,,Fremont,CA,94538,37.5472,-121.973
310,Sutter Health,Fremont Sleep Medicine,Suite 300,,Fremont,CA,94538,37.5474,-121.973
311,Sutter Health,Fresno Outreach Clinic,Suite 103,,Fresno,CA,93720,36.8366,-119.768
312,Sutter Health,Golden Gate Endoscopy Center,3370 Geary Blvd.,,San Francisco,CA,94401,37.7815,-122.455
313,Sutter Health,Greenback Oaks Professional Business Park,5765 Greenback Lane,,Sacramento,CA,95841,38.6816,-121.328
314,Sutter Health,Health Pavilion,5700 Telegraph Avenue,,Oakland,CA,94609,37.8432,-122.261
315,Sutter Health,Herrick Campus Imaging,2001 Dwight Way,,Berkeley,CA,94704,37.8639,-122.269
316,Sutter Health,Hollister Cardiovascular & Thoracic Surgery,Suite A,,Hollister,CA,95023,36.8398,-121.385
317,Sutter Health,Imaging and Mammography Center,5730 Telegraph Avenue,,Oakland,CA,94609,37.8435,-122.261
318,Sutter Health,Institute for Health & Healing | 101 Rowland Way,Suite 240,,Novato,CA,94945,38.0973,-122.56
319,Sutter Health,Institute for Health & Healing | 1210 Sonoma Avenue,1210 Sonoma Avenue,,Santa Rosa,CA,95495,38.4415,-122.699
320,Sutter Health,Institute for Health & Healing | 2300 California Street,2300 California Street,,San Francisco,CA,94115,37.7894,-122.433
321,Sutter Health,Institute for Health & Healing | 2801 K Street,Suite 502,,Sacramento,CA,95816,38.5729,-121.469
322,Sutter Health,Institute for Health & Healing | 301 Industrial Road,301 Industrial Road,,San Carlos,CA,94070,37.5198,-122.266
323,Sutter Health,Institute for Health & Healing | 55 2nd Street,55 2nd Street,,San Francisco,CA,94105,37.7888,-122.4
324,Sutter Health,Institute for Health & Healing | 8 Medical Plaza Drive,Suite 300,,Roseville,CA,95661,38.7645,-121.245
325,Sutter Health,Kahi Mohala,91-2301 Old Fort Weaver Road,,Ewa Beach,HI,96706,21.3735,-158.032
326,Sutter Health,Kettleman Care Center,1335 South Fairmont Avenue,,Lodi,CA,95242,38.1158,-121.286
327,Sutter Health,Kettleman Care Center Lab,1335 South Fairmont Avenue,,Lodi,CA,95242,38.1158,-121.286
328,Sutter Health,Lodi Avenue Care Center,Suite P,,Lodi,CA,95242,38.1297,-121.289
329,Sutter Health,Los Gatos Center,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.2456,-121.957
330,Sutter Health,Los Gatos Center Imaging,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.2456,-121.957
331,Sutter Health,Los Gatos Center Lab,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,37.2454,-121.957
332,Sutter Health,Los Gatos Center Urgent Care,1st Floor,,Los Gatos,CA,95032,37.2454,-121.957
333,Sutter Health,Los Gatos Gastroenterology,360 Dardanelli Lane,,Los Gatos,CA,95032,37.2629,-121.967
334,Sutter Health,Los Gatos Pediatric Urgent Care,1st Floor,,Los Gatos,CA,95032,37.2454,-121.957
335,Sutter Health,Los Gatos Winchester Center,15720 Winchester Blvd.,,Los Gatos,CA,95030,37.2401,-121.976
336,Sutter Health,Los Gatos Winchester Center Imaging,1st Floor,,Los Gatos,CA,95030,37.2403,-121.976
337,Sutter Health,Magnetic Imaging Affiliates,5730 Telegraph Avenue,,Oakland,CA,94609,37.8438,-122.261
338,Sutter Health,Main Clinic 600 Coffee Road,600 Coffee Road,,Modesto,CA,95355,37.6531,-120.974
339,Sutter Health,Main Clinic 600 Coffee Road Lab,600 Coffee Road,,Modesto,CA,95355,37.6531,-120.974
340,Sutter Health,Main Clinic 600 Coffee Road Radiology,600 Coffee Road,,Modesto,CA,95355,37.6531,-120.974
341,Sutter Health,Main Clinic 600 Coffee Road Urgent Care,600 Coffee Road,,Modesto,CA,95355,37.6532,-120.974
342,Sutter Health,Manteca Care Center,165 Saint Dominics Drive,,Manteca,CA,95337,37.7988,-121.246
343,Sutter Health,Mark West MOB Lab,34 Mark West Springs Road,,Santa Rosa,CA,95403,38.495,-122.75
344,Sutter Health,Melchor Pavilion,2490 Hospital Drive,,Mountain View,CA,94040,37.3698,-122.082
345,Sutter Health,Memorial Hospital Los Banos,520 West I Street,,Los Banos,CA,93635,37.064,-120.859
346,Sutter Health,Memorial Hospital Los Banos Emergency Department,520 West I Street,,Los Banos,CA,93635,37.064,-120.859
347,Sutter Health,Memorial Hospital Los Banos Family Birth Center,520 West I Street,,Los Banos,CA,93635,37.064,-120.859
348,Sutter Health,Memorial Hospital Los Banos Imaging,520 West I Street,,Los Banos,CA,93635,37.064,-120.859
349,Sutter Health,Memorial Hospital Los Banos Lab,520 West I Street,,Los Banos,CA,93635,37.064,-120.859
350,Sutter Health,Memorial Medical Center,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
351,Sutter Health,Memorial Medical Center Emergency Department,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
352,Sutter Health,Memorial Medical Center Family Birth Center,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
353,Sutter Health,Memorial Medical Center Imaging,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
354,Sutter Health,Memorial Medical Center Lab,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
355,Sutter Health,Memorial Medical Center Same Day Surgery Center,1700 Coffee Road,,Modesto,CA,95355,37.6686,-120.973
356,Sutter Health,Memorial Medical Center Same Day Surgery Center Spanos Court,Suite 200,,Modesto,CA,95355,37.6702,-120.972
357,Sutter Health,Menlo Park Surgical Hospital,570 Willow Road,,Menlo Park,CA,94025,37.4615,-122.159
358,Sutter Health,Merritt Peralta Institute (MPI) Treatment Services,5th Floor,,Oakland,CA,94609,37.8193,-122.264
359,Sutter Health,Mid Peninsula Endoscopy Center,Suite 100,,Burlingame,CA,94010,37.5937,-122.381
360,Sutter Health,Mills Health Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
361,Sutter Health,Mills Health Center Imaging,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
362,Sutter Health,"Mills Health Center Lab Satellite Draw Station, San Mateo Campus",100 South San Mateo Drive,,San Mateo,CA,94401,37.5649,-122.326
363,Sutter Health,Mills Health Center Surgery Center,100 South San Mateo Drive,,San Mateo,CA,94401,37.5658,-122.326
364,Sutter Health,Mills-Peninsula Emergency Department,1501 Trousdale Drive,,Burlingame,CA,94010,37.5921,-122.383
365,Sutter Health,Mills-Peninsula Family Birth Center,Building C,,Burlingame,CA,94010,37.5923,-122.382
366,Sutter Health,Mills-Peninsula Medical Center,1501 Trousdale Drive,,Burlingame,CA,94010,37.5923,-122.382
367,Sutter Health,Mills-Peninsula Medical Center Imaging,"Building C, 1st Floor",,Burlingame,CA,94010,37.5921,-122.383
368,Sutter Health,Mills-Peninsula Senior Focus,Suite 10,,Burlingame,CA,94010,37.5937,-122.381
369,Sutter Health,Mills-Peninsula Senior Focus Adult Day Health Center,Suite 10,,Burlingame,CA,94010,37.5937,-122.381
370,Sutter Health,Milpitas Walk-In Care,497 East Calaveras Blvd.,,Milpitas,CA,95035,37.4339,-121.898
371,Sutter Health,Milvia Care Center,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
372,Sutter Health,Milvia Center Imaging,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
373,Sutter Health,Milvia Center Lab,2500 Milvia Street,,Berkeley,CA,94704,37.8633,-122.27
374,Sutter Health,Mission Bernal Womenâ??s Clinic,Suite 508,,San Francisco,CA,94110,37.7467,-122.421
375,Sutter Health,Modesto Occupational Health,600 Coffee Road,,Modesto,CA,95355,37.6531,-120.974
376,Sutter Health,Modesto Outreach Clinic,Suite 125,,Modesto,CA,95355,37.6703,-120.972
377,Sutter Health,Monterey Cardiology,Suite 220,,Monterey,CA,93940,36.5768,-121.914
378,Sutter Health,Mountain View Center,701 East El Camino Real,,Mountain View,CA,94040,37.3766,-122.065
379,Sutter Health,Mountain View Center Imaging,1st and 2nd Floor,,Mountain View,CA,94040,37.3766,-122.065
380,Sutter Health,Mountain View Center Lab,2nd Floor,,Mountain View,CA,94040,37.3766,-122.065
381,Sutter Health,Mountain View Center Pediatric Urgent Care,2nd Floor,,Mountain View,CA,94040,37.3766,-122.065
382,Sutter Health,Mountain View Center Urgent Care,2nd Floor,,Mountain View,CA,94040,37.3766,-122.065
383,Sutter Health,Mountain View Community Health Resource Center,701 East El Camino Real,,Mountain View,CA,94040,37.3766,-122.065
384,Sutter Health,Mountain View Maternal & Fetal Medicine,Suite 231,,Mountain View,CA,94040,37.3696,-122.081
385,Sutter Health,Mountain View Outreach Clinic,701 East El Camino Real,,Mountain View,CA,94040,37.3766,-122.065
386,Sutter Health,Mountain View Walk-In Care,Suite E,,Mountain View,CA,94043,37.4111,-122.095
387,Sutter Health,Munnerlyn Eye Institute,1085 West El Camino Real,,Sunnyvale,CA,94087,37.3727,-122.05
388,Sutter Health,Natomas Walk-In Care,Suite 100,,Sacramento,CA,95834,38.6541,-121.525
389,Sutter Health,North Bay Regional Surgery Center,Suite 145,,Novato,CA,94945,38.097,-122.558
390,Sutter Health,Novato Community Hospital,180 Rowland Way,,Novato,CA,94945,38.0984,-122.56
391,Sutter Health,Novato Community Hospital Emergency Department,180 Rowland Way,,Novato,CA,94945,38.0984,-122.56
392,Sutter Health,Novato Community Hospital Imaging,180 Rowland Way,,Novato,CA,94945,38.0984,-122.56
393,Sutter Health,Novato Outreach Clinic,Suite 220,,Novato,CA,94945,38.0973,-122.56
394,Sutter Health,Novato Walk-In Care,Suite F,,Novato,CA,94949,38.0635,-122.533
395,Sutter Health,Oakdale Road Care Center,Suite 218,,Modesto,CA,95355,37.6652,-120.958
396,Sutter Health,Oakland (Webster Street) Outreach Clinic,Suite 202,,Oakland,CA,94609,37.821,-122.261
397,Sutter Health,Oakland Care Center,350 30th Street,,Oakland,CA,94609,37.8193,-122.264
398,Sutter Health,Oakland Care Center Lab,Suite 100,,Oakland,CA,94609,37.8193,-122.264
399,Sutter Health,Oakland Surgery Center,3875 Telegraph Avenue,,Oakland,CA,94609,37.828,-122.265
400,Sutter Health,Oakland Walk-In Care,5095 Telegraph Avenue,,Oakland,CA,94609,37.8369,-122.263
401,Sutter Health,Orinda Care Center,12 Camino Encinas,,Orinda,CA,94563,37.8766,-122.18
402,Sutter Health,Orinda Center Imaging,12 Camino Encinas,,Orinda,CA,94563,37.8766,-122.18
403,Sutter Health,Orinda Center Lab,12 Camino Encinas,,Orinda,CA,94563,37.8766,-122.18
404,Sutter Health,Orinda Urgent Care,12 Camino Encinas,,Orinda,CA,94563,37.8766,-122.18
405,Sutter Health,Otay Lakes Surgery Center,Suite 100,,Chula Vista,CA,91914,32.6508,-116.961
406,Sutter Health,Palmer Drive Care Center,3581 Palmer Drive,,Shingle Springs,CA,95682,38.662,-120.965
407,Sutter Health,Palo Alto - Encina Building,87 Encina Avenue,,Palo Alto,CA,94301,37.4397,-122.16
408,Sutter Health,Palo Alto - 49 Wells Building,49 Wells Avenue,,Palo Alto,CA,94301,37.4408,-122.162
409,Sutter Health,Palo Alto Breast Imaging,2nd Floor,,Palo Alto,CA,94301,37.4408,-122.162
410,Sutter Health,Palo Alto Center,795 El Camino Real,,Palo Alto,CA,94301,37.4401,-122.161
411,Sutter Health,Palo Alto Center Imaging,"Level A, Lee Building",,Palo Alto,CA,94301,37.4401,-122.161
412,Sutter Health,Palo Alto Center Lab,"Level 1, Lee Building",,Palo Alto,CA,94301,37.4402,-122.161
413,Sutter Health,Palo Alto Center Pediatric Urgent Care,"Level 1, Lee Building",,Palo Alto,CA,94301,37.4402,-122.161
414,Sutter Health,Palo Alto Center Urgent Care,"Level 1, Lee Building",,Palo Alto,CA,94301,37.4402,-122.161
415,Sutter Health,Palo Alto Community Health Resource Center,"Jamplis Building, Second Floor",,Palo Alto,CA,94301,37.4401,-122.161
416,Sutter Health,Palo Alto HMR Weight Management(Temporarily Closed),"Lee Building, 1st Floor",,Palo Alto,CA,94301,37.4397,-122.161
417,Sutter Health,Palo Alto Outreach Clinic,795 El Camino Real,,Palo Alto,CA,94301,37.4401,-122.161
418,Sutter Health,Patterson Care Center,801 E Street,,Patterson,CA,95363,37.4669,-121.134
419,Sutter Health,Patterson Care Center Lab,801 E Street,,Patterson,CA,95363,37.4669,-121.134
420,Sutter Health,Pediatric and Adolescent Care Center,1144 Coffee Road,,Modesto,CA,95355,37.6596,-120.975
421,Sutter Health,Pediatric and Adolescent Care Center Lab,1144 Coffee Road,,Modesto,CA,95355,37.6596,-120.975
