HealthSystem,Name,ProviderType,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng,Services
Sutter Health,Fairfield Urgent Care,urgent care,2702 Low Court,,Fairfield,CA,94534,7074322777,38.2371,-122.085,
Sutter Health,Fairmont Avenue Care Center,care centers,Suites 130,,,,,,,,
Sutter Health,Fairmont Avenue Care Center Imaging,imaging,Suite 130,,Lodi,CA,95240,2093662001,38.1205,-121.287,
Sutter Health,Fairmont Avenue Care Center Lab,labs,999 South Fairmont Avenue,,Lodi,CA,95240,2093662001,38.1205,-121.287,
Sutter Health,Fairmont Specialty Center,care centers,918 South Fairmont Avenue,,Lodi,CA,95240,,38.1221,-121.285,
Sutter Health,Folsom Urgent Care,urgent care,Suite 160,,Folsom,CA,95630,9168173730,38.6588,-121.13,
Sutter Health,Folsom Walk-In Care,walk in care,Suite 600,,Folsom,CA,95630,8009725547,38.6561,-121.121,
Sutter Health,Fort Sutter Surgery Center,surgery centers,Suite 525,,Sacramento,CA,95816,9167335017,38.5729,-121.469,
Sutter Health,Fremont Center,care centers,3200 Kearney Street,,Fremont,CA,94538,5104901222,37.5481,-121.974,
Sutter Health,Fremont Center Imaging,imaging,Building 1,,,,,,,,
Sutter Health,Fremont Center Lab,labs,Level 1,,,,,,,,
Sutter Health,Fremont Center Pediatric Urgent Care,urgent care,Level 1,,,,,,,,
Sutter Health,Fremont Center Urgent Care,urgent care,Level 1,,,,,,,,
Sutter Health,Fremont Community Health Resource Center,libraries resource centers,Building 2,,,,,,,,
Sutter Health,Fremont Psychiatry,care centers,Suite 310,,Fremont,CA,94538,5104982890,37.5472,-121.973,
Sutter Health,Fremont Sleep Medicine,care centers,Suite 300,,Fremont,CA,94538,5104982689,37.5474,-121.973,
Sutter Health,Fresno Outreach Clinic,transplant outreach clinics,Suite 103,,Fresno,CA,93720,4156001000,36.8366,-119.768,
Sutter Health,Golden Gate Endoscopy Center,surgery centers,3370 Geary Blvd.,,San Francisco,CA,94401,4153797500,37.7815,-122.455,
Sutter Health,Greenback Oaks Professional Business Park,care centers,5765 Greenback Lane,,Sacramento,CA,95841,9168651040,38.6816,-121.328,
Sutter Health,Health Pavilion,care centers,5700 Telegraph Avenue,,Oakland,CA,94609,5102041788,37.8432,-122.261,
Sutter Health,Herrick Campus Imaging,imaging,2001 Dwight Way,,Berkeley,CA,94704,5102046493,37.8639,-122.269,
Sutter Health,Hollister Cardiovascular & Thoracic Surgery,care centers,Suite A,,Hollister,CA,95023,8316377680,36.8398,-121.385,
Sutter Health,Imaging and Mammography Center,imaging,5730 Telegraph Avenue,,Oakland,CA,94609,5102041880,37.8435,-122.261,
Sutter Health,Institute for Health & Healing | 101 Rowland Way,integrative health healing,Suite 240,,Novato,CA,94945,4154619000,38.0973,-122.56,
Sutter Health,Institute for Health & Healing | 1210 Sonoma Avenue,integrative health healing,1210 Sonoma Avenue,,Santa Rosa,CA,95495,7075237185,38.4415,-122.699,
Sutter Health,Institute for Health & Healing | 2300 California Street,integrative health healing,2300 California Street,,San Francisco,CA,94115,4156003503,37.7894,-122.433,
Sutter Health,Institute for Health & Healing | 2801 K Street,integrative health healing,Suite 502,,Sacramento,CA,95816,9168874660,38.5729,-121.469,
Sutter Health,Institute for Health & Healing | 301 Industrial Road,integrative health healing,301 Industrial Road,,San Carlos,CA,94070,,37.5198,-122.266,
Sutter Health,Institute for Health & Healing | 55 2nd Street,integrative health healing,55 2nd Street,,San Francisco,CA,94105,,37.7888,-122.4,
Sutter Health,Institute for Health & Healing | 8 Medical Plaza Drive,integrative health healing,Suite 300,,Roseville,CA,95661,,38.7645,-121.245,
Sutter Health,Kahi Mohala,hospitals,91-2301 Old Fort Weaver Road,,Ewa Beach,HI,96706,8086718511,21.3735,-158.032,
Sutter Health,Kettleman Care Center,care centers,1335 South Fairmont Avenue,,Lodi,CA,95242,2093662007,38.1158,-121.286,
Sutter Health,Kettleman Care Center Lab,labs,1335 South Fairmont Avenue,,Lodi,CA,95242,2093662007,38.1158,-121.286,
Sutter Health,Lodi Avenue Care Center,care centers,Suite P,,Lodi,CA,95242,2093661990,38.1297,-121.289,
Sutter Health,Los Altos Center,care centers,370 Distel Circle,,Los Altos,CA,94022-1442,6502545200,37.3955,-122.105,
Sutter Health,Los Altos Center Imaging,imaging,370 Distel Circle,,Los Altos,CA,94022-1404,6502545259,37.3955,-122.105,
Sutter Health,Los Altos Center Lab,labs,370 Distel Circle,,Los Altos,CA,94022-1442,6502545255,37.3954,-122.105,
Sutter Health,Los Gatos Center,care centers,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,,37.2456,-121.957,
Sutter Health,Los Gatos Center Imaging,imaging,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,6509347700,37.2456,-121.957,
Sutter Health,Los Gatos Center Lab,labs,15400 Los Gatos Blvd.,,Los Gatos,CA,95032,4085233545,37.2454,-121.957,
Sutter Health,Los Gatos Center Urgent Care,urgent care,1st Floor,,Los Gatos,CA,95032,4087306200,37.2454,-121.957,
Sutter Health,Los Gatos Gastroenterology,care centers,360 Dardanelli Lane,,Los Gatos,CA,95032,6509347575,37.2629,-121.967,
Sutter Health,Los Gatos Pediatric Urgent Care,urgent care,1st Floor,,Los Gatos,CA,95032,4087306222,37.2454,-121.957,
Sutter Health,Los Gatos Winchester Center,care centers,15720 Winchester Blvd.,,Los Gatos,CA,95030,6509347000,37.2401,-121.976,
Sutter Health,Los Gatos Winchester Center Imaging,imaging,1st Floor,,Los Gatos,CA,95030,6509347000,37.2403,-121.976,
Sutter Health,Magnetic Imaging Affiliates,imaging,5730 Telegraph Avenue,,Oakland,CA,94609,5102042744,37.8438,-122.261,
Sutter Health,Main Clinic 600 Coffee Road,care centers,600 Coffee Road,,Modesto,CA,95355,2095241211,37.6531,-120.974,
Sutter Health,Main Clinic 600 Coffee Road Lab,labs,600 Coffee Road,,Modesto,CA,95355,2095504760,37.6531,-120.974,
Sutter Health,Main Clinic 600 Coffee Road Radiology,imaging,600 Coffee Road,,Modesto,CA,95355,2095504755,37.6531,-120.974,
Sutter Health,Main Clinic 600 Coffee Road Urgent Care,urgent care,600 Coffee Road,,Modesto,CA,95355,2095504777,37.6532,-120.974,
Sutter Health,Manteca Care Center,care centers,165 Saint Dominics Drive,,Manteca,CA,95337,2098232345,37.7988,-121.246,
Sutter Health,Mark West MOB Lab,labs,34 Mark West Springs Road,,Santa Rosa,CA,95403,7075417949,38.495,-122.75,
Sutter Health,Melchor Pavilion,care centers,2490 Hospital Drive,,Mountain View,CA,94040,6509347520,37.3698,-122.082,
Sutter Health,Memorial Hospital Los Banos,hospitals,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859,
Sutter Health,Memorial Hospital Los Banos Emergency Department,emergency rooms,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859,
Sutter Health,Memorial Hospital Los Banos Family Birth Center,birth centers,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859,
Sutter Health,Memorial Hospital Los Banos Imaging,imaging,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859,
Sutter Health,Memorial Hospital Los Banos Lab,labs,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859,
Sutter Health,Memorial Medical Center,hospitals,1700 Coffee Road,,Modesto,CA,95355,2095264500,37.6686,-120.973,
Sutter Health,Memorial Medical Center Emergency Department,emergency rooms,1700 Coffee Road,,Modesto,CA,95355,2095727251,37.6686,-120.973,
Sutter Health,Memorial Medical Center Family Birth Center,birth centers,1700 Coffee Road,,Modesto,CA,95355,2095727170,37.6686,-120.973,
Sutter Health,Memorial Medical Center Imaging,imaging,1700 Coffee Road,,Modesto,CA,95355,2095264500,37.6686,-120.973,
Sutter Health,Memorial Medical Center Lab,labs,1700 Coffee Road,,Modesto,CA,95355,2095727217,37.6686,-120.973,
Sutter Health,Memorial Medical Center Same Day Surgery Center,surgery centers,1700 Coffee Road,,Modesto,CA,95355,2095727063,37.6686,-120.973,
Sutter Health,Memorial Medical Center Same Day Surgery Center Spanos Court,surgery centers,Suite 200,,Modesto,CA,95355,2095253110,37.6702,-120.972,
Sutter Health,Menlo Park Surgical Hospital,hospitals,570 Willow Road,,Menlo Park,CA,94025,6503248500,37.4615,-122.159,
Sutter Health,Merritt Peralta Institute (MPI) Treatment Services,care centers,5th Floor,,Oakland,CA,94609,5106527000,37.8193,-122.264,
Sutter Health,Mid Peninsula Endoscopy Center,surgery centers,Suite 100,,Burlingame,CA,94010,6503731970,37.5937,-122.381,
Sutter Health,Mills Health Center,care centers,100 South San Mateo Drive,,San Mateo,CA,94401,6506965400,37.5658,-122.326,
Sutter Health,Mills Health Center Imaging,imaging,100 South San Mateo Drive,,San Mateo,CA,94401,6506964550,37.5658,-122.326,
Sutter Health,Mills Health Center Surgery Center,surgery centers,100 South San Mateo Drive,,San Mateo,CA,94401,6506965400,37.5658,-122.326,
Sutter Health,Mills-Peninsula Emergency Department,emergency rooms,1501 Trousdale Drive,,Burlingame,CA,94010,6506965170,37.5921,-122.383,
Sutter Health,Mills-Peninsula Family Birth Center,birth centers,Building C,,Burlingame,CA,94010,6506965545,37.5923,-122.382,
Sutter Health,Mills-Peninsula Medical Center,hospitals,1501 Trousdale Drive,,Burlingame,CA,94010,6506965400,37.5923,-122.382,
Sutter Health,Mills-Peninsula Medical Center Imaging,imaging,Building C,,,,,,,,
Sutter Health,Mills-Peninsula Senior Focus,care centers,Suite 10,,Burlingame,CA,94010,6506963660,37.5937,-122.381,
Sutter Health,Mills-Peninsula Senior Focus Adult Day Health Center,care centers,Suite 10,,Burlingame,CA,94010,6506963660,37.5937,-122.381,
Sutter Health,Milpitas Walk-In Care,walk in care,497 East Calaveras Blvd.,,Milpitas,CA,95035,8009725547,37.4339,-121.898,
Sutter Health,Milvia Care Center,care centers,2500 Milvia Street,,Berkeley,CA,94704,5102045600,37.8633,-122.27,
Sutter Health,Milvia Center Imaging,imaging,2500 Milvia Street,,Berkeley,CA,94704,5102476350,37.8633,-122.27,
Sutter Health,Milvia Center Lab,labs,2500 Milvia Street,,Berkeley,CA,94704,5102045516,37.8633,-122.27,
Sutter Health,Mission Bernal Womenâ??s Clinic,care centers,Suite 508,,San Francisco,CA,94110,4156416996,37.7467,-122.421,
Sutter Health,Modesto Occupational Health,occupational health,600 Coffee Road,,Modesto,CA,95355,2095216038,37.6531,-120.974,
Sutter Health,Modesto Outreach Clinic,transplant outreach clinics,Suite 125,,Modesto,CA,95355,4156001000,37.6703,-120.972,
Sutter Health,Monterey Cardiology,care centers,Suite 220,,Monterey,CA,93940,8316440225,36.5768,-121.914,
Sutter Health,Mountain View Center,care centers,701 East El Camino Real,,Mountain View,CA,94040,6509347000,37.3766,-122.065,
Sutter Health,Mountain View Center Imaging,imaging,1st and 2nd Floor,,Mountain View,CA,94040,6509347700,37.3766,-122.065,
Sutter Health,Mountain View Center Lab,labs,2nd Floor,,Mountain View,CA,94040,6509347333,37.3766,-122.065,
Sutter Health,Mountain View Center Pediatric Urgent Care,urgent care,2nd Floor,,Mountain View,CA,94040,6509347850,37.3766,-122.065,
Sutter Health,Mountain View Center Urgent Care,urgent care,2nd Floor,,Mountain View,CA,94040,6509347800,37.3766,-122.065,
Sutter Health,Mountain View Community Health Resource Center,libraries resource centers,701 East El Camino Real,,Mountain View,CA,94040,6509347380,37.3766,-122.065,
Sutter Health,Mountain View Maternal & Fetal Medicine,care centers,Suite 231,,Mountain View,CA,94040,6504048210,37.3696,-122.081,
Sutter Health,Mountain View Outreach Clinic,transplant outreach clinics,701 East El Camino Real,,Mountain View,CA,94040,4156001000,37.3766,-122.065,
Sutter Health,Mountain View Walk-In Care,walk in care,Suite E,,Mountain View,CA,94043,8009725547,37.4111,-122.095,
Sutter Health,Munnerlyn Eye Institute,care centers,1085 West El Camino Real,,Sunnyvale,CA,94087,4085245900,37.3727,-122.05,
Sutter Health,Natomas Walk-In Care,walk in care,Suite 100,,Sacramento,CA,95834,8009725547,38.6541,-121.525,
Sutter Health,North Bay Regional Surgery Center,surgery centers,Suite 145,,Novato,CA,94945,4152092500,38.097,-122.558,
Sutter Health,Novato Community Hospital,hospitals,180 Rowland Way,,Novato,CA,94945,4152091300,38.0984,-122.56,
Sutter Health,Novato Community Hospital Emergency Department,emergency rooms,180 Rowland Way,,Novato,CA,94945,4152091350,38.0984,-122.56,
Sutter Health,Novato Community Hospital Imaging,imaging,180 Rowland Way,,Novato,CA,94945,4152091522,38.0984,-122.56,
Sutter Health,Novato Outreach Clinic,transplant outreach clinics,Suite 220,,Novato,CA,94945,4156001000,38.0973,-122.56,
Sutter Health,Novato Walk-In Care,walk in care,Suite F,,Novato,CA,94949,8009725547,38.0635,-122.533,
Sutter Health,Oakdale Road Care Center,care centers,Suite 218,,Modesto,CA,95355,2095724222,37.6652,-120.958,
Sutter Health,Oakland (Webster Street) Outreach Clinic,transplant outreach clinics,Suite 202,,Oakland,CA,94609,4156001092,37.821,-122.261,
Sutter Health,Oakland Care Center,care centers,350 30th Street,,Oakland,CA,94609,5102048290,37.8193,-122.264,
Sutter Health,Oakland Care Center Lab,labs,Suite 100,,Oakland,CA,94609,5102046674,37.8193,-122.264,
Sutter Health,Oakland Surgery Center,surgery centers,3875 Telegraph Avenue,,Oakland,CA,94609,5105472244,37.828,-122.265,
Sutter Health,Oakland Walk-In Care,walk in care,5095 Telegraph Avenue,,Oakland,CA,94609,8009725547,37.8369,-122.263,
Sutter Health,Orinda Care Center,care centers,12 Camino Encinas,,Orinda,CA,94563,5102048180,37.8766,-122.18,
Sutter Health,Orinda Center Imaging,imaging,12 Camino Encinas,,Orinda,CA,94563,5102476350,37.8766,-122.18,
Sutter Health,Orinda Center Lab,labs,12 Camino Encinas,,Orinda,CA,94563,5102048321,37.8766,-122.18,
Sutter Health,Orinda Urgent Care,urgent care,12 Camino Encinas,,Orinda,CA,94563,5102048075,37.8766,-122.18,
Sutter Health,Otay Lakes Surgery Center,surgery centers,Suite 100,,Chula Vista,CA,91914,6197542260,32.6508,-116.961,
Sutter Health,Palmer Drive Care Center,care centers,3581 Palmer Drive,,Shingle Springs,CA,95682,,38.662,-120.965,
Sutter Health,Palo Alto - Encina Building,care centers,87 Encina Avenue,,Palo Alto,CA,94301,6508532975,37.4397,-122.16,
Sutter Health,Palo Alto - 49 Wells Building,care centers,49 Wells Avenue,,Palo Alto,CA,94301,6506143299,37.4408,-122.162,
Sutter Health,Palo Alto Breast Imaging,imaging,2nd Floor,,Palo Alto,CA,94301,6508532902,37.4408,-122.162,
Sutter Health,Palo Alto Center,care centers,795 El Camino Real,,Palo Alto,CA,94301,6503214121,37.4401,-122.161,
Sutter Health,Palo Alto Center Imaging,imaging,Level A,,,,,,,,
Sutter Health,Palo Alto Center Lab,labs,Level 1,,,,,,,,
Sutter Health,Palo Alto Center Pediatric Urgent Care,urgent care,Level 1,,,,,,,,
Sutter Health,Palo Alto Center Urgent Care,urgent care,Level 1,,,,,,,,
Sutter Health,Palo Alto Community Health Resource Center,libraries resource centers,Jamplis Building,,,,,,,,
Sutter Health,Palo Alto HMR Weight Management(Temporarily Closed),care centers,Lee Building,,,,,,,,
Sutter Health,Palo Alto Outreach Clinic,transplant outreach clinics,795 El Camino Real,,Palo Alto,CA,94301,6508535731,37.4401,-122.161,
Sutter Health,Patterson Care Center,care centers,801 E Street,,Patterson,CA,95363,2098922081,37.4669,-121.134,
Sutter Health,Patterson Care Center Lab,labs,801 E Street,,Patterson,CA,95363,2098922081,37.4669,-121.134,
Sutter Health,Pediatric and Adolescent Care Center,care centers,1144 Coffee Road,,Modesto,CA,95355,2095240370,37.6596,-120.975,
Sutter Health,Pediatric and Adolescent Care Center Lab,labs,1144 Coffee Road,,Modesto,CA,95355,2095240370,37.6596,-120.975,
Sutter Health,Peninsula Eye Surgery Center,surgery centers,1128 West El Camino Real,,Mountain View,CA,94040,6509643200,37.3877,-122.087,
Sutter Health,Peralta Medical Office Building,care centers,3100 Telegraph Avenue,,Oakland,CA,94609,5106554000,37.8202,-122.266,
Sutter Health,Peralta Outpatient Pharmacy,pharmacies outpatient,Suite 101,,Oakland,CA,94609,5108698835,37.821,-122.261,
Sutter Health,Petaluma Walk-In Care,walk in care,Unit 41,,,,,,,,
Sutter Health,Presidio Surgery Center,surgery centers,Suite 200,,San Francisco,CA,94115,4153461218,37.7847,-122.44,
Sutter Health,Professional Drive Care Center,care centers,3133 Professional Drive,,Auburn,CA,95603,8008667724,38.9415,-121.102,
Sutter Health,Rancho Cordova Lab,labs,4040 Sunrise Blvd.,,Rancho Cordova,CA,95742,8005221467,38.5569,-121.243,
Sutter Health,Rancho Cordova Walk-In Care,walk in care,Suite 130,,Rancho Cordova,CA,95742,8009725547,38.5569,-121.243,
Sutter Health,Red Bluff Cardiovascular & Thoracic Surgery / Lassen Medical Clinic,care centers,2450 Sister Mary Columba Drive,,Red Bluff,CA,96080,6503660225,40.1494,-122.222,
Sutter Health,Redding Outreach Clinic,care centers,Suite 1-E,,Redding,CA,96001,4156001050,40.5851,-122.41,
Sutter Health,Redwood City Vascular Surgery,care centers,Suite 225,,Redwood City,CA,94062,6503660225,37.4792,-122.256,
Sutter Health,Redwood City Women's Health Center,care centers,2950 Whipple Avenue,,Redwood City,CA,94062,6503664633,37.4784,-122.255,
Sutter Health,Redwood City Women's Health Center Lab,labs,2950 Whipple Avenue,,Redwood City,CA,94062,6503664633,37.4783,-122.255,
Sutter Health,Redwood Shores Surgery Center,care centers,290 Redwood Shores Parkway,,Redwood City,CA,940665,6505930965,37.5237,-122.252,
Sutter Health,Regent Street Care Center,care centers,Suite 301,,Berkeley,CA,94705,5102048120,37.856,-122.256,
Sutter Health,Regent Street Center Lab,labs,Suite 301,,Berkeley,CA,94705,5102048222,37.856,-122.256,
Sutter Health,Reno (Mill Street) Outreach Clinic,transplant outreach clinics,Suite 201,,Reno,NV,89502,4156001000,39.5253,-119.799,
Sutter Health,Reno (Sierra Rose Drive) Outreach Clinic,transplant outreach clinics,670 Sierra Rose Drive,,Reno,NV,89511,4156001092,39.473,-119.799,
Sutter Health,Richmond Care Center,care centers,Suite 304,,Richmond,CA,94806,5102048090,37.9775,-122.329,
Sutter Health,Richmond Center Lab,labs,Suite 304,,Richmond,CA,94806,5102048020,37.9775,-122.329,
Sutter Health,Roseville - Foothills Walk-In Care,walk in care,Suite 102,,Roseville,CA,95747,8009725547,38.7539,-121.311,
Sutter Health,Roseville - Pleasant Grove Walk-In Care,walk in care,Suite 170,,Roseville,CA,95678,8009725547,38.7895,-121.281,
Sutter Health,Roseville Outreach Clinic,transplant outreach clinics,Suite 1205,,Roseville,CA,95661,4156001092,38.7468,-121.264,
Sutter Health,Roseville Sutter Occupational Health,occupational health,Suite 100,,Roseville,CA,95661,9167974700,38.7651,-121.246,
Sutter Health,Roseville Urgent Care,urgent care,Suite 140,,Roseville,CA,95661,9168651400,38.7651,-121.246,
Sutter Health,Rural Health Clinic,care centers,1253 West I Street,,Los Banos,CA,93635,2097106333,37.059,-120.865,
Sutter Health,Sacramento - Loehmanns Plaza Walk-In Care,walk in care,2537 Fair Oaks Blvd.,,Sacramento,CA,95825,8009725547,38.5758,-121.402,
Sutter Health,Sacramento - Midtown Walk-In Care,walk in care,1360 16th Street,,Sacramento,CA,95814,8009725547,38.5739,-121.487,
Sutter Health,Sacramento Outreach Clinic,transplant outreach clinics,Suite 210,,Sacramento,CA,95816,4156001000,38.5681,-121.466,
Sutter Health,Sacramento Urgent Care,urgent care,Suite 230,,Sacramento,CA,95816,9167317728,38.5701,-121.466,
Sutter Health,San Carlos Center,care centers,301 Industrial Road,,San Carlos,CA,94070,6503214121,37.5151,-122.26,
Sutter Health,San Carlos Center Imaging,imaging,Suite 190,,San Carlos,CA,94070,6505964180,37.5151,-122.26,
Sutter Health,San Carlos Center Lab,labs,Suite 160,,San Carlos,CA,94070-2603,6505964250,37.5198,-122.266,
Sutter Health,San Carlos Center Urgent Care,urgent care,Level 1,,San Carlos,CA,94070,6505964100,37.5151,-122.26,
Sutter Health,San Carlos Community Health Resource Center,libraries resource centers,Inside Welcome Center,,San Carlos,CA,94070,6505964261,37.5151,-122.26,
