HealthSystem,Name,Adr1,Adr2,City,State,ZipCode,Phone,Lat,Lng
Sutter Health,Memorial Hospital Los Banos Imaging,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859
Sutter Health,Memorial Hospital Los Banos Lab,520 West I Street,,Los Banos,CA,93635,2098260591,37.064,-120.859
Sutter Health,Memorial Medical Center,1700 Coffee Road,,Modesto,CA,95355,2095264500,37.6686,-120.973
Sutter Health,Memorial Medical Center Emergency Department,1700 Coffee Road,,Modesto,CA,95355,2095727251,37.6686,-120.973
Sutter Health,Memorial Medical Center Family Birth Center,1700 Coffee Road,,Modesto,CA,95355,2095727170,37.6686,-120.973
Sutter Health,Memorial Medical Center Imaging,1700 Coffee Road,,Modesto,CA,95355,2095264500,37.6686,-120.973
Sutter Health,Memorial Medical Center Lab,1700 Coffee Road,,Modesto,CA,95355,2095727217,37.6686,-120.973
Sutter Health,Memorial Medical Center Same Day Surgery Center,1700 Coffee Road,,Modesto,CA,95355,2095727063,37.6686,-120.973
Sutter Health,Memorial Medical Center Same Day Surgery Center Spanos Court,Suite 200,,Modesto,CA,95355,2095253110,37.6702,-120.972
Sutter Health,Menlo Park Surgical Hospital,570 Willow Road,,Menlo Park,CA,94025,6503248500,37.4615,-122.159
Sutter Health,Merritt Peralta Institute (MPI) Treatment Services,5th Floor,,Oakland,CA,94609,5106527000,37.8193,-122.264
Sutter Health,Mid Peninsula Endoscopy Center,Suite 100,,Burlingame,CA,94010,6503731970,37.5937,-122.381
Sutter Health,Mills Health Center,100 South San Mateo Drive,,San Mateo,CA,94401,6506965400,37.5658,-122.326
Sutter Health,Mills Health Center Imaging,100 South San Mateo Drive,,San Mateo,CA,94401,6506964550,37.5658,-122.326
Sutter Health,Mills Health Center Surgery Center,100 South San Mateo Drive,,San Mateo,CA,94401,6506965400,37.5658,-122.326
Sutter Health,Mills-Peninsula Emergency Department,1501 Trousdale Drive,,Burlingame,CA,94010,6506965170,37.5921,-122.383
Sutter Health,Mills-Peninsula Family Birth Center,Building C,,Burlingame,CA,94010,6506965545,37.5923,-122.382
Sutter Health,Mills-Peninsula Medical Center,1501 Trousdale Drive,,Burlingame,CA,94010,6506965400,37.5923,-122.382
Sutter Health,Mills-Peninsula Senior Focus,Suite 10,,Burlingame,CA,94010,6506963660,37.5937,-122.381
Sutter Health,Mills-Peninsula Senior Focus Adult Day Health Center,Suite 10,,Burlingame,CA,94010,6506963660,37.5937,-122.381
Sutter Health,Milpitas Walk-In Care,497 East Calaveras Blvd.,,Milpitas,CA,95035,8009725547,37.4339,-121.898
Sutter Health,Milvia Care Center,2500 Milvia Street,,Berkeley,CA,94704,5102045600,37.8633,-122.27
Sutter Health,Milvia Center Imaging,2500 Milvia Street,,Berkeley,CA,94704,5102476350,37.8633,-122.27
Sutter Health,Milvia Center Lab,2500 Milvia Street,,Berkeley,CA,94704,5102045516,37.8633,-122.27
Sutter Health,Mission Bernal Womenâ??s Clinic,Suite 508,,San Francisco,CA,94110,4156416996,37.7467,-122.421
Sutter Health,Modesto Occupational Health,600 Coffee Road,,Modesto,CA,95355,2095216038,37.6531,-120.974
Sutter Health,Modesto Outreach Clinic,Suite 125,,Modesto,CA,95355,4156001000,37.6703,-120.972
Sutter Health,Monterey Cardiology,Suite 220,,Monterey,CA,93940,8316440225,36.5768,-121.914
Sutter Health,Mountain View Center,701 East El Camino Real,,Mountain View,CA,94040,6509347000,37.3766,-122.065
Sutter Health,Mountain View Center Imaging,1st and 2nd Floor,,Mountain View,CA,94040,6509347700,37.3766,-122.065
Sutter Health,Mountain View Center Lab,2nd Floor,,Mountain View,CA,94040,6509347333,37.3766,-122.065
Sutter Health,Mountain View Center Pediatric Urgent Care,2nd Floor,,Mountain View,CA,94040,6509347850,37.3766,-122.065
Sutter Health,Mountain View Center Urgent Care,2nd Floor,,Mountain View,CA,94040,6509347800,37.3766,-122.065
Sutter Health,Mountain View Community Health Resource Center,701 East El Camino Real,,Mountain View,CA,94040,6509347380,37.3766,-122.065
Sutter Health,Mountain View Maternal & Fetal Medicine,Suite 231,,Mountain View,CA,94040,6504048210,37.3696,-122.081
Sutter Health,Mountain View Outreach Clinic,701 East El Camino Real,,Mountain View,CA,94040,4156001000,37.3766,-122.065
Sutter Health,Mountain View Walk-In Care,Suite E,,Mountain View,CA,94043,8009725547,37.4111,-122.095
Sutter Health,Munnerlyn Eye Institute,1085 West El Camino Real,,Sunnyvale,CA,94087,4085245900,37.3727,-122.05
Sutter Health,Natomas Walk-In Care,Suite 100,,Sacramento,CA,95834,8009725547,38.6541,-121.525
Sutter Health,North Bay Regional Surgery Center,Suite 145,,Novato,CA,94945,4152092500,38.097,-122.558
Sutter Health,Novato Community Hospital,180 Rowland Way,,Novato,CA,94945,4152091300,38.0984,-122.56
Sutter Health,Novato Community Hospital Emergency Department,180 Rowland Way,,Novato,CA,94945,4152091350,38.0984,-122.56
Sutter Health,Novato Community Hospital Imaging,180 Rowland Way,,Novato,CA,94945,4152091522,38.0984,-122.56
Sutter Health,Novato Outreach Clinic,Suite 220,,Novato,CA,94945,4156001000,38.0973,-122.56
Sutter Health,Novato Walk-In Care,Suite F,,Novato,CA,94949,8009725547,38.0635,-122.533
Sutter Health,Oakdale Road Care Center,Suite 218,,Modesto,CA,95355,2095724222,37.6652,-120.958
Sutter Health,Oakland (Webster Street) Outreach Clinic,Suite 202,,Oakland,CA,94609,4156001092,37.821,-122.261
Sutter Health,Oakland Care Center,350 30th Street,,Oakland,CA,94609,5102048290,37.8193,-122.264
Sutter Health,Oakland Care Center Lab,Suite 100,,Oakland,CA,94609,5102046674,37.8193,-122.264
Sutter Health,Oakland Surgery Center,3875 Telegraph Avenue,,Oakland,CA,94609,5105472244,37.828,-122.265
Sutter Health,Oakland Walk-In Care,5095 Telegraph Avenue,,Oakland,CA,94609,8009725547,37.8369,-122.263
Sutter Health,Orinda Care Center,12 Camino Encinas,,Orinda,CA,94563,5102048180,37.8766,-122.18
Sutter Health,Orinda Center Imaging,12 Camino Encinas,,Orinda,CA,94563,5102476350,37.8766,-122.18
Sutter Health,Orinda Center Lab,12 Camino Encinas,,Orinda,CA,94563,5102048321,37.8766,-122.18
Sutter Health,Orinda Urgent Care,12 Camino Encinas,,Orinda,CA,94563,5102048075,37.8766,-122.18
Sutter Health,Otay Lakes Surgery Center,Suite 100,,Chula Vista,CA,91914,6197542260,32.6508,-116.961
Sutter Health,Palmer Drive Care Center,3581 Palmer Drive,,Shingle Springs,CA,95682,,38.662,-120.965
Sutter Health,Palo Alto - Encina Building,87 Encina Avenue,,Palo Alto,CA,94301,6508532975,37.4397,-122.16
Sutter Health,Palo Alto - 49 Wells Building,49 Wells Avenue,,Palo Alto,CA,94301,6506143299,37.4408,-122.162
Sutter Health,Palo Alto Breast Imaging,2nd Floor,,Palo Alto,CA,94301,6508532902,37.4408,-122.162
Sutter Health,Palo Alto Center,795 El Camino Real,,Palo Alto,CA,94301,6503214121,37.4401,-122.161
Sutter Health,Palo Alto Outreach Clinic,795 El Camino Real,,Palo Alto,CA,94301,6508535731,37.4401,-122.161
Sutter Health,Patterson Care Center,801 E Street,,Patterson,CA,95363,2098922081,37.4669,-121.134
Sutter Health,Patterson Care Center Lab,801 E Street,,Patterson,CA,95363,2098922081,37.4669,-121.134
Sutter Health,Pediatric and Adolescent Care Center,1144 Coffee Road,,Modesto,CA,95355,2095240370,37.6596,-120.975
Sutter Health,Pediatric and Adolescent Care Center Lab,1144 Coffee Road,,Modesto,CA,95355,2095240370,37.6596,-120.975
Sutter Health,Peninsula Eye Surgery Center,1128 West El Camino Real,,Mountain View,CA,94040,6509643200,37.3877,-122.087
Sutter Health,Peralta Medical Office Building,3100 Telegraph Avenue,,Oakland,CA,94609,5106554000,37.8202,-122.266
Sutter Health,Peralta Outpatient Pharmacy,Suite 101,,Oakland,CA,94609,5108698835,37.821,-122.261
Sutter Health,Presidio Surgery Center,Suite 200,,San Francisco,CA,94115,4153461218,37.7847,-122.44
Sutter Health,Professional Drive Care Center,3133 Professional Drive,,Auburn,CA,95603,8008667724,38.9415,-121.102
Sutter Health,Rancho Cordova Lab,4040 Sunrise Blvd.,,Rancho Cordova,CA,95742,8005221467,38.5569,-121.243
Sutter Health,Rancho Cordova Walk-In Care,Suite 130,,Rancho Cordova,CA,95742,8009725547,38.5569,-121.243
Sutter Health,Red Bluff Cardiovascular & Thoracic Surgery / Lassen Medical Clinic,2450 Sister Mary Columba Drive,,Red Bluff,CA,96080,6503660225,40.1494,-122.222
Sutter Health,Redding Outreach Clinic,Suite 1-E,,Redding,CA,96001,4156001050,40.5851,-122.41
Sutter Health,Redwood City Vascular Surgery,Suite 225,,Redwood City,CA,94062,6503660225,37.4792,-122.256
Sutter Health,Redwood City Women's Health Center,2950 Whipple Avenue,,Redwood City,CA,94062,6503664633,37.4784,-122.255
Sutter Health,Redwood City Women's Health Center Lab,2950 Whipple Avenue,,Redwood City,CA,94062,6503664633,37.4783,-122.255
Sutter Health,Redwood Shores Surgery Center,290 Redwood Shores Parkway,,Redwood City,CA,940665,6505930965,37.5237,-122.252
Sutter Health,Regent Street Care Center,Suite 301,,Berkeley,CA,94705,5102048120,37.856,-122.256
Sutter Health,Regent Street Center Lab,Suite 301,,Berkeley,CA,94705,5102048222,37.856,-122.256
Sutter Health,Reno (Mill Street) Outreach Clinic,Suite 201,,Reno,NV,89502,4156001000,39.5253,-119.799
Sutter Health,Reno (Sierra Rose Drive) Outreach Clinic,670 Sierra Rose Drive,,Reno,NV,89511,4156001092,39.473,-119.799
Sutter Health,Richmond Care Center,Suite 304,,Richmond,CA,94806,5102048090,37.9775,-122.329
Sutter Health,Richmond Center Lab,Suite 304,,Richmond,CA,94806,5102048020,37.9775,-122.329
Sutter Health,Roseville - Foothills Walk-In Care,Suite 102,,Roseville,CA,95747,8009725547,38.7539,-121.311
Sutter Health,Roseville - Pleasant Grove Walk-In Care,Suite 170,,Roseville,CA,95678,8009725547,38.7895,-121.281
Sutter Health,Roseville Outreach Clinic,Suite 1205,,Roseville,CA,95661,4156001092,38.7468,-121.264
Sutter Health,Roseville Sutter Occupational Health,Suite 100,,Roseville,CA,95661,9167974700,38.7651,-121.246
Sutter Health,Roseville Urgent Care,Suite 140,,Roseville,CA,95661,9168651400,38.7651,-121.246
Sutter Health,Rural Health Clinic,1253 West I Street,,Los Banos,CA,93635,2097106333,37.059,-120.865
Sutter Health,Sacramento - Loehmanns Plaza Walk-In Care,2537 Fair Oaks Blvd.,,Sacramento,CA,95825,8009725547,38.5758,-121.402
Sutter Health,Sacramento - Midtown Walk-In Care,1360 16th Street,,Sacramento,CA,95814,8009725547,38.5739,-121.487
Sutter Health,Sacramento Outreach Clinic,Suite 210,,Sacramento,CA,95816,4156001000,38.5681,-121.466
Sutter Health,Sacramento Urgent Care,Suite 230,,Sacramento,CA,95816,9167317728,38.5701,-121.466
Sutter Health,San Carlos Center,301 Industrial Road,,San Carlos,CA,94070,6503214121,37.5151,-122.26
Sutter Health,San Carlos Center Imaging,Suite 190,,San Carlos,CA,94070,6505964180,37.5151,-122.26
Sutter Health,San Carlos Center Lab,Suite 160,,San Carlos,CA,94070-2603,6505964250,37.5198,-122.266
Sutter Health,San Carlos Center Urgent Care,Level 1,,San Carlos,CA,94070,6505964100,37.5151,-122.26
Sutter Health,San Carlos Community Health Resource Center,Inside Welcome Center,,San Carlos,CA,94070,6505964261,37.5151,-122.26
Sutter Health,San Carlos Outreach Clinic,Level 2,,San Carlos,CA,94070,4156001000,37.5146,-122.259
Sutter Health,San Carlos Pediatric Office,57 El Camino Real,,San Carlos,CA,94070,6505913937,37.5126,-122.266
Sutter Health,San Francisco (Noriega Street) Outreach Clinic,1431 Noriega Street,,San Francisco,CA,94112,4156001000,37.7538,-122.479
Sutter Health,San Francisco (Stockton Street) Outreach Clinic,1520 Stockton Street,,San Francisco,CA,94133,4156001000,37.7999,-122.409
Sutter Health,San Francisco (Van Ness) Outreach Clinic,3rd Floor,,San Francisco,CA,94109,4156001000,37.7859,-122.421
Sutter Health,San Francisco Cardiology,Suite 114,,San Francisco,CA,94115,4156001051,37.7911,-122.432
Sutter Health,San Francisco Endoscopy Center,3468 California Street,,San Francisco,CA,94118,4153450100,37.7868,-122.451
Sutter Health,San Francisco Urgent Care,Ground Floor,,San Francisco,CA,94105,4156006990,37.7888,-122.4
Sutter Health,San Francisco Walk-In Care,Suite G2,,San Francisco,CA,94107,8009725547,37.7776,-122.393
Sutter Health,San Jose (S Bascom) Outreach Clinic,Suite 113,,San Jose,CA,95124,4156003414,37.259,-121.947
Sutter Health,San Jose (Samaritan Drive) Outreach Clinic,2440 Samaritan Drive,,San Jose,CA,95124,4156001000,37.2507,-121.947
Sutter Health,San Jose - Coleman Walk-In Care,685 Coleman Avenue,,San Jose,CA,95110,8009725547,37.3418,-121.911
Sutter Health,San Jose - Prospect Walk-In Care,5343 Prospect Road,,San Jose,CA,95129,8009725547,37.2931,-121.996
Sutter Health,San Jose Blossom Hill Center,1071 Blossom Hill Road,,San Jose,CA,95123-1105,4084454010,37.2517,-121.874
Sutter Health,San Jose Blossom Hill Center Imaging,1071 Blossom Hill Road,,San Jose,CA,95123-1105,6509347700,37.2517,-121.874
Sutter Health,San Jose Blossom Hill Center Lab,1071 Blossom Hill Road,,San Jose,CA,95123-1105,4084454040,37.2517,-121.874
Sutter Health,San Jose Center,2581 Samaritan Drive,,San Jose,CA,95124,,37.253,-121.949
Sutter Health,San Jose/Los Gatos Obstetrics and Gynecology,Suite 105 and 203,,San Jose,CA,95124,4085233870,37.2508,-121.945
Sutter Health,San Leandro Surgery Center,15035 East 14th Street,,San Leandro,CA,94578,5102762800,37.7047,-122.129
Sutter Health,San Luis Obispo Outreach Clinic,Suite A-110,,San Luis Obispo,CA,93405,4156001070,35.274,-120.645
Sutter Health,San Luis Obispo Surgery Center,Suite C,,San Luis Obispo,CA,93401,8055447874,35.277,-120.65
Sutter Health,San Mateo Care Center,50 South San Mateo Drive,,San Mateo,CA,94401,,37.5662,-122.326
Sutter Health,San Mateo Pediatrics (123 South San Mateo Drive),123 South San Mateo Drive,,San Mateo,CA,94401,6503434200,37.5655,-122.325
Sutter Health,San Mateo Urgent Care,2nd Floor,,San Mateo,CA,94401,6506964427,37.5649,-122.326
Sutter Health,San Ramon Center,Suite 100,,San Ramon,CA,94583,,37.7778,-121.958
Sutter Health,San Ramon Walk-In Care,460 Market Place,,San Ramon,CA,94583,8009725547,37.764,-121.951
Sutter Health,Santa Barbara Endoscopy Center,25 West Micheltorena Street,,Santa Barbara,CA,93101,8059661600,34.4253,-119.709
Sutter Health,Santa Clara Center,2734 El Camino Real,,Santa Clara,CA,95051,4082413801,37.352,-121.975
Sutter Health,Santa Clara Center Imaging,2734 El Camino Real,,Santa Clara,CA,95051,6509347700,37.352,-121.975
Sutter Health,Santa Clara Center Lab,2734 El Camino Real,,Santa Clara,CA,95051,4085245708,37.352,-121.975
Sutter Health,Santa Clara Walk-In Care,3912 Rivermark Plaza,,Santa Clara,CA,95054,8009725547,37.394,-121.946
Sutter Health,Santa Cruz Allergy,3035 North Main Street,,Soquel,CA,95073,8314234111,36.9891,-121.955
Sutter Health,Santa Cruz Cardiothoracic Surgery,Suite C,,Santa Cruz,CA,95065,8314586288,36.9891,-121.983
Sutter Health,Santa Cruz Center,2nd Floor,,Santa Cruz,CA,95062,,36.9822,-121.998
Sutter Health,Santa Cruz Center Imaging,1st Floor,,Santa Cruz,CA,95062,8314585521,36.9823,-121.998
Sutter Health,Santa Cruz Center Lab,1st Floor,,Santa Cruz,CA,95062,8314585506,36.9822,-121.998
Sutter Health,Santa Cruz Center Urgent Care,2nd Floor,,Santa Cruz,CA,95062,8314585537,36.9822,-121.998
Sutter Health,Santa Cruz Chanticleer Center (2907),2907 Chanticleer Avenue,,Santa Cruz,CA,95065,8314772375,36.9877,-121.979
Sutter Health,Santa Cruz Chanticleer Center (2911),2911 Chanticleer Avenue,,Santa Cruz,CA,95065,8314772350,36.9882,-121.979
Sutter Health,Santa Cruz Gastroenterology,1662 Dominican Way,,Santa Cruz,CA,95065,8314607350,36.9902,-121.982
Sutter Health,Santa Cruz Neurology,Suite D,,Santa Cruz,CA,95065,8314606041,36.9892,-121.982
Sutter Health,Santa Cruz Neurosurgery,Suite F,,Santa Cruz,CA,95065,8314606042,36.9892,-121.982
Sutter Health,Santa Cruz Physical Therapy,1529 Seabright Avenue,,Santa Cruz,CA,95062,8314586230,36.9786,-122.01
Sutter Health,Santa Rosa Outreach Clinic,Suite 9,,Santa Rosa,CA,95403,4156001000,38.4402,-122.702
Sutter Health,Santa Rosa Same Day Care,4702 Hoen Avenue,,Santa Rosa,CA,95405,7075214495,38.4409,-122.664
Sutter Health,Santa Rosa Surgery and Endoscopy Center,Suite 100,,Santa Rosa,CA,95403,7075413500,38.4958,-122.75
Sutter Health,Santa Rosa Walk-In Care,Suite A4,,Santa Rosa,CA,95403,8009725547,38.4636,-122.718
Sutter Health,Scotts Valley Center,4663 Scotts Valley Drive,,Scotts Valley,CA,95066,8314586330,37.0498,-122.016
Sutter Health,Scotts Valley Center Imaging,4663 Scotts Valley Drive,,Scotts Valley,CA,95066,8314586335,37.0498,-122.016
Sutter Health,Scotts Valley Center Lab,4663 Scotts Valley Drive,,Scotts Valley,CA,95066,8314586330,37.0498,-122.016
Sutter Health,Scotts Valley Center Urgent Care,4663 Scotts Valley Drive,,Scotts Valley,CA,95066,8314586335,37.0499,-122.016
Sutter Health,Scotts Valley El Rancho Drive Center,2980 El Rancho Drive,,Santa Cruz,CA,95060,8314381430,37.0335,-122.021
Sutter Health,Soquel Center,2950 Research Park Drive,,Soquel,CA,95073,8314586272,36.9869,-121.968
Sutter Health,South Pavilion (3012 Summit Street Entrance),3012 Summit Street,,Oakland,CA,94609,5106554000,37.8193,-122.264
Sutter Health,South Pavilion (3100 Summit Street Entrance),3100 Summit Street,,Oakland,CA,94609,5106554000,37.8201,-122.264
Sutter Health,Stanislaus Surgical Hospital,1421 Oakdale Road,,Modesto,CA,95355,2095722700,37.6647,-120.958
Sutter Health,Stockton Medical Plaza I,2505 West Hammer Lane,,Stockton,CA,95209,2099577050,38.0218,-121.348
Sutter Health,Stockton Medical Plaza I Lab,2505 West Hammer Lane,,Stockton,CA,95209,2099577050,38.0217,-121.348
Sutter Health,Stockton Medical Plaza I Radiology,2505 West Hammer Lane,,Stockton,CA,95209,2099544019,38.0216,-121.346
Sutter Health,Stockton Medical Plaza II,2545 West Hammer Lane,,Stockton,CA,95209,2099481641,38.0216,-121.347
Sutter Health,Stockton Medical Plaza II Urgent Care,2545 West Hammer Lane,,Stockton,CA,95209,2099544040,38.0216,-121.347
Sutter Health,Stockton Surgery Center,8011 Don Avenue,,Stockton,CA,95209,2099553001,38.0229,-121.348
Sutter Health,Summit Campus Diagnostic Imaging,350 Hawthorne Avenue,,Oakland,CA,94609,5108696588,37.8215,-122.263
Sutter Health,Summit Campus Emergency Department,357 34th Street,,Oakland,CA,94609,5108696600,37.8205,-122.265
Sutter Health,Summit Campus Lab,350 Hawthorne Avenue,,Oakland,CA,94609,5108696560,37.8215,-122.263
Sutter Health,Sunnyvale Center (301),301 Old San Francisco Road,,Sunnyvale,CA,94086,,37.3683,-122.03
Sutter Health,Sunnyvale Center (301) Imaging,Level 1,,Sunnyvale,CA,94086,6509347700,37.3683,-122.03
Sutter Health,Sunnyvale Center (301) Lab,Level A,,Sunnyvale,CA,94086,4087304377,37.3683,-122.03
Sutter Health,Sunnyvale Center (401),401 Old San Francisco Road,,Sunnyvale,CA,94086,6509347676,37.368,-122.027
Sutter Health,Sunnyvale Center (401) Imaging,Level 1,,Sunnyvale,CA,94086,6509347700,37.368,-122.027
Sutter Health,Sunnyvale Community Health Resource Center,Second Floor,,Sunnyvale,CA,94086,4087302810,37.3683,-122.03
Sutter Health,Sunnyvale HMR Weight Management,Level 1,,Sunnyvale,CA,94086,6504048260,37.3683,-122.03
Sutter Health,Sunnyvale Occupational and Travel Medicine,582 South Sunnyvale Avenue,,Sunnyvale,CA,94086,4087334380,37.3687,-122.031
Sutter Health,Sunnyvale Physical Therapy,582 South Sunnyvale Avenue,,Sunnyvale,CA,94086,4085233060,37.3688,-122.031
Sutter Health,Surgery Center Fremont,3120 Kearney Street,,Fremont,CA,94538,5104983600,37.5497,-121.975
Sutter Health,Surgery Center Los Altos,715 Altos Oaks Drive,,Los Altos,CA,94024,6509347010,37.359,-122.091
Sutter Health,Surgery Center Mountain View,Lower Level,,Mountain View,CA,94040,6504048444,37.3766,-122.065
Sutter Health,Surgery Center San Carlos,Suite 110,,San Carlos,CA,94070,6505964200,37.5146,-122.259
Sutter Health,Surgery Center San Jose,Suite 308,,San Jose,CA,95124,4083551700,37.253,-121.949
Sutter Health,Sutter Advanced Dermatology and Laser Center,350 Del Norte Avenue,,Yuba City,CA,95991,5306714182,39.1448,-121.616
Sutter Health,Sutter Alhambra Medical Office Lab,Suite 140,,Sacramento,CA,95816,9167317860,38.57,-121.466
Sutter Health,Sutter Alhambra Surgery Center,Suite 110,,Sacramento,CA,95816,9167338222,38.5701,-121.466
Sutter Health,Sutter Amador Hospital,200 Mission Blvd.,,Jackson,CA,95642,2092237500,38.3507,-120.765
Sutter Health,Sutter Amador Hospital Birth Center,2nd Floor,,Jackson,CA,95642,2092237460,38.3504,-120.764
